blueprint.rs	201	edge-only	121	spaghettio_core::blueprint::export_with_manifest_inner
blueprint.rs	160	edge-only	20	spaghettio_core::blueprint::export_with_manifest_validated
blueprint_parser.rs	96	edge-only	38	<spaghettio_core::blueprint_parser::BpEntityItems as serde_core::de::Deserialize>::deserialize::<&mut serde_json::de::Deserializer<{invalid syntax}::read::StrRead>>
blueprint_parser.rs	119	dark	11	<<spaghettio_core::blueprint_parser::BpEntityItems as serde_core::de::Deserialize>::deserialize::ItemsVisitor as {invalid syntax}::Visitor>::visit_map::<serde_json::de::MapAccess<{recursion limit reached}::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead>>
blueprint_parser.rs	108	edge-only	9	<<spaghettio_core::blueprint_parser::BpEntityItems as serde_core::de::Deserialize>::deserialize::ItemsVisitor as {invalid syntax}::Visitor>::visit_seq::<serde_json::de::SeqAccess<{recursion limit reached}::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead::read::StrRead>>
blueprint_parser.rs	89	edge-only	1	spaghettio_core::blueprint_parser::extract_id::{closure#0}
blueprint_parser.rs	90	edge-only	1	spaghettio_core::blueprint_parser::extract_id::{closure#1}
blueprint_parser.rs	337	dark	1	spaghettio_core::blueprint_parser::decode_bp_string::{closure#0}
blueprint_parser.rs	345	dark	1	spaghettio_core::blueprint_parser::decode_bp_string::{closure#2}
blueprint_parser.rs	343	dark	1	spaghettio_core::blueprint_parser::decode_bp_string::{closure#1}
